name,technology type,"image for ui, if any",name for ui,historical year,"max year randomization, plus-minus",difficulty of reseach modifier,effect: please see table TechEffects,,effect to add,effect description,old effect description,,comment
hull_strength_5,hull_strength,,$technology_name_hull_strength_5,1899,3,42,"hull(2.5), stat(hull_form;2.5), stat(stability;2.5), stat(endurance;2.5), engine_vibrations(2.5), unlock(b2_danton;b1_maine_semidread2;b_2_borodino_largedeck;b_2_usa_semi;b_2_usa_semi2;b_1_usa_var_exp3;bb_1_italy_semi), obsolete(b1_maine;b1_3mast_spain)",,,$technology_desc_hull_strength_4,"New ship design methods allow the construction of longer and stronger hulls. *Hull weight -2.5%, Hull Form +2.5%, Stability +2.5%, Endurance +2.5%*",,
hull_strength_6,hull_strength,,$technology_name_hull_strength_6,1905,3,42,"hull(5), stat(hull_form;5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), engine_vibrations(10), unlock(bb_1_japan;bb_1_german_nassau;bb_1_italy_small;bb_1_austrian_early;bb_1;bb_1_french;bb_1_german_early;bb_1_german;bb_1_russia;bb_1_usa;bb_1_spain;bb_1_china_semi;bb_1_russia_gangut;b2_danton_var;b1_maine_semidread;bb_2_usa_newyork_var3;bb_1_italy_fast), obsolete(b_1_austria;b1_massena_var1;b1_massena_var2;b1_massena_var3;b1_brennus;b1_bouvet;b1_bouvet2;b_1;b_1_usa;b_2;b_2_usa;b1_russiaold;b1_tsesarevich_france;b1_tsesarevich_russia;b_1_russia;b_2_borodino;b_2_borodino_largedeck;b_2_china_exp;b2_germany;b2_friedrich;b1_germany;b1_germanyexport;b2_germanyexport;b3_britain;b_1;b1_bouvet_semidreadnought;b1_maine_varsides;b1_maine_varsmall;b_2_Peresvet;b1_pelayo;b_1_poltava;b_1_italian_Large_3mast;b_1_italian_3mast;b_2_austria;b_2_italy;b_1_largegeneric;b_1_usa_var;b_1_usa_var_exp1;b_1_usa_var_exp2;b_2_usa_semi;b_2_usa_semi2;b_1_usa_var_exp3)",,,$technology_desc_hull_strength_6,"Technology advances allow the building of larger battleships with powerful main guns. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_7,hull_strength,,$technology_name_hull_strength_7,1908,,42,"hull(0.5), stat(hull_form;0.5), stat(stability;0.5), stat(floatability;0.5), stat(endurance;0.5), engine_vibrations(1), unlock(bb_1_large;bb_1_french_large;bb_1_italy_medium;bb_1_german_helgoland;bb_2_france;bb_1_austria;bb_2_usa_texas_base), obsolete(b1_maine_semidread2;bb_1_italy_semi)",,,$technology_desc_hull_strength_7,"Technology advances allow the building of larger battleships with powerful main guns. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_8,hull_strength,,$technology_name_hull_strength_8,1910,,42,"hull(0.5), stat(hull_form;0.5), stat(stability;0.5), stat(floatability;0.5), stat(endurance;0.5), engine_vibrations(1),unlock(bb_1_austria_larger;bb_2_britain_alt;bb_2_german;bb_2_russia_gangut;bb_2_usa_newyork_var2)",,,$technology_desc_hull_strength_7,"Technology advances allow the building of larger battleships with powerful main guns. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_9,hull_strength,,$technology_name_hull_strength_9,1912,3,42,"hull(5), stat(hull_form;5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), unlock(bb_1_italy;bb_2;bb_2_japan;bb_2_russia;bb_1_russia_alt;bb_2_britain;bb_2_britain_alt2)",,,$technology_desc_hull_strength_9,"An advanced method of making ships more durable by attaching multiple metal plates around the main hull. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_10,hull_strength,,$technology_name_hull_strength_10,1914,3,42," stat(endurance;2.5), engine_vibrations(5), unlock(bb_3;bb_3_japan;bb_2_britain_alt3;bb_2_Italy;bb_3_france;bb_2_usa_newyork_base_var)",,,$technology_desc_hull_strength_10,"An advanced method of making ships more durable by attaching multiple metal plates around the main hull. *Allows the building of bigger dreadnought battleships, Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",Allows the building of bigger dreadnought battleships,
hull_strength_11,hull_strength,,$technology_name_hull_strength_11,1916,2,42,"hull(5),  stat(endurance;2.5), engine_vibrations(5), unlock(bb_3;bb_3_britain_elizabeth;bb_2_britain_france), obsolete(bb_1;bb_1_french;bb_1_german;bb_1_russia;bb_1_usa;bb_1_spain;bb_1_german_early;bb_1_austrian_early;bb_1_italy_small;bb_1_large;bb_1_italy_medium;bb_1_german_helgoland;bb_1_german_nassau;bb_2_britain_alt;bb_2_britain_alt2;bb_1_french_large;bb_1_japan;bb_1_china_semi;bb_2_france;bb_1_russia_gangut;b2_danton;b2_danton_var;b1_maine_semidread;bb_2_usa_newyork_var3;bb_1_italy_fast)",,,$technology_desc_hull_strength_11,The development of structural steels that meet the latest technology requirements with low production costs. *Endurance +2.5%*,,
hull_strength_12,hull_strength,,$technology_name_hull_strength_12,1919,2,42,"hull(5), stat(hull_form;5), stat(endurance;2.5), unlock(bb_2_usa_newyork_var;bb_3_usa_var;bb_3_german;bb_3_britain;bb_4;bb_4_japan;bb_4_japan_2;bb_4_russia;bb_4_britain;bb_4_japan_3;bb_4_italy;bb_4_france;bb_4_german;bb_2_usa;bb_4_russia_small), obsolete(bb_2_britain;bb_1_italy;bb_1_austria;bb_1_austria_larger;bb_2_usa_texas_base;bb_2_usa_newyork_var2)",,,$technology_desc_hull_strength_12,"New technology allows lighter hull materials of large strength. *Hull weight -2.5%, Hull Form +2.5%, Endurance +2.5%*",,
hull_strength_13,hull_strength,,$technology_name_hull_strength_13,1927,1,42,"hull(5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), engine_vibrations(5), unlock(bb_4_generic;bb_4_generic_alt;bb_5_old;bb_5;bb_5_iowa;bb_5_bismarck;bb_5_bismarck_small;bb_5_russia;bb_5_austria;bb_5_china;bb_5_italy;bb_5_iowa_small;bb_5_france;bb_5_richelieu;bb_3_britain_modernized;bb_4_usa_modernized;bb_2_usa_newyork_base;bb_2_usa_newyork_wide;bb_modernized_sideguns;bb_modernized_sideguns_var;bb_5_austria_alt;bb_4_japan_wide), obsolete(bb_2_usa;bb_2;bb_2_japan;bb_2_russia;bb_1_russia_alt;bb_2_britain;bb_3_japan;bb_3;bb_3_britain;bb_2_Italy;bb_2_britain_alt3;bb_2_german;bb_3_german;bb_3_britain_elizabeth;bb_3_france;bb_2_britain_france;bb_4_france;bb_2_russia_gangut;bb_3_usa_var;bb_2_usa_newyork_base_var;bb_2_usa_newyork_var)",,,$technology_desc_hull_strength_13,"Naval architecture reaches its peak by allowing the construction of immensely large and complex hulls. *Allows the building of bigger dreadnought battleships, Stability +2.5%, Floatability +2.5%, Endurance +2.5%",Allows the building of bigger dreadnought battleships,
hull_strength_14,hull_strength,,$technology_name_hull_strength_14,1929,,42,"stat(hull_form;5), stat(stability;5), stat(floatability;5), stat(endurance;2.5), engine_vibrations(5), unlock(bb_6;bb_6_bismarck;bb_6_iowa;bb_7_bismarck;bb_6_france;bb_6_richelieu;bb_5_kgeorge;bb_6_italy;bb_6_spain;bb_6_austria;bb_5_japan;bb_6_china_exp;bb_5_exp_france;bb_usa_north_carolina_large;bb_5_austrian_pocket;bb_5_austrian_pocket;bb_5_generic_small;bb_5_cesare;bb_5_mod_france), obsolete(bb_4;bb_4_italy;bb_4_german)",,,$technology_desc_hull_strength_14,"Ship design of the highest standards is possible by applying the latest scientific methods. *Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",,
hull_strength_15,hull_strength,,$technology_name_hull_strength_15,1936,1,42,unlock(bb_6_kgeorge;ca_5_generic_britain;bb_6_russia;bb_7_russia;bb_6_china;bb_6_littorio;bb_7_littorio;bb_7_kgeorge;bb_7_austria;bb_7_china;bb_7_spain;bb_6_soyuz;bb_7_soyuz;bb_8_china;bb_7_china_exp),,,$technology_desc_hull_strength_15,"Ship design of the highest standards is possible by applying the latest scientific methods. *Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",,
hull_strength_end,hull_strength,,$technology_name_hull_strength_end,1940,2,55,"end, stat(hull_form;0.5), stat(stability;0.5), stat(floatability;0.5), stat(endurance;0.25), engine_vibrations(0.25)",,,$technology_desc_hull_strength_end,"Ship design of the highest standards is possible by applying the latest scientific methods. *Hull Form +2.5%, Stability +2.5%, Floatability +2.5%, Endurance +2.5%*",,
# $techType_name_hull_construction,hull_construction,,,,,,,,,,,,
hull_construction_1,hull_construction,,$technology_name_hull_construction_1,1895,2,83,"hull(1), build(2.5), flaws(3.5)",,,$technology_desc_hull_construction_1,"New mechanisms make the fastening of metal joints more effective. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%*",,
hull_construction_2,hull_construction,,$technology_name_hull_construction_2,1899,2,83,"hull(1), build(2.5), flaws(3.5)",,,$technology_desc_hull_construction_2,"All the necessary procedures of hull stiffening are enhanced, utilizing mechanical tools of the latest technology. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%**",,
hull_construction_3,hull_construction,,$technology_name_hull_construction_3,1902,2,83,"hull(1), build(2.5), flaws(3.5)",,,$technology_desc_hull_construction_3,"Even the most complex shapes of metals are made possible by perfecting the production procedures. *Hull weight -1%, Floatability +5%, Flaws Chance -5%*",,
hull_construction_4,hull_construction,,$technology_name_hull_construction_4,1909,2,83,"hull(1), build(2.5), flaws(5)",,,$technology_desc_hull_construction_4,"Hull is measured for weight and stability utilizing the latest scientific methods. *Hull weight -1%, Ship Construction Time -2.5%, Flaws Chance -5%*",,
hull_construction_5,hull_construction,,$technology_name_hull_construction_5,1912,2,83,"build(5), flaws(5)",,,$technology_desc_hull_construction_5,"All building berths are equipped with large steel cranes, able to to handle tons of material in the most efficient manner. *Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_6,hull_construction,,$technology_name_hull_construction_6,1916,2,83,"build(2.5), flaws(5)",,,$technology_desc_hull_construction_6,"Cutting steel of all shapes and sizes is now easier and faster. *Ship construction time -2.5%, Flaws Chance -5%**",,
hull_construction_7,hull_construction,,$technology_name_hull_construction_7,1924,2,83,"hull(1), build(2.5), flaws(5)",,,$technology_desc_hull_construction_7,"Jointing metals using the power of electricity makes hull development faster and more efficient. *Hull weight -1%, Ship construction time -2.5%, Flaws Chance -5%*",,
hull_construction_8,hull_construction,,$technology_name_hull_construction_8,1933,2,83,"hull(2), build(5), flaws(5)",,,$technology_desc_hull_construction_8,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_9,hull_construction,,$technology_name_hull_construction_9,1910,2,83,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_10,hull_construction,,$technology_name_hull_construction_10,1915,2,83,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_11,hull_construction,,$technology_name_hull_construction_11,1920,2,83,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_12,hull_construction,,$technology_name_hull_construction_12,1925,2,83,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_13,hull_construction,,$technology_name_hull_construction_13,1930,2,83,flaws(15),,,$technology_desc_hull_construction_9,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_14,hull_construction,,$technology_name_hull_construction_14,1935,2,125,flaws(30),,,$technology_desc_hull_construction_14,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
hull_construction_end,hull_construction,,$technology_name_hull_construction_end,1936,2,83,"end, hull(0.25), build(1), flaws(0.25)",,,$technology_desc_hull_construction_end,"Hulls can be fully constructed using the most advanced welding techniques. *Hull weight -1%, Ship construction time -5%, Flaws Chance -5%*",,
# $Ui_Constr_ArmorQuality,armor_quality,,,,,,,,,,,,
armor_quality_1,armor_quality,,$technology_name_armor_quality_1,1890,,100,"start, armor_str(25)",armor_0,,$technology_desc_armor_quality_1,,,
armor_quality_2,armor_quality,,$technology_name_armor_quality_2,1890,,100,"armor_c(-20), armor_str(30)",armor_1,,$technology_desc_armor_quality_2,"A type of armor used on warships from the 1880s, developed in response to the emergence of armor-piercing shells and the continual need for reliable protection against the increasing size of naval gun power. ",,
armor_quality_3,armor_quality,,$technology_name_armor_quality_3,1894,,120,"armor_c(-70), armor_str(50)",armor_2,,$technology_desc_armor_quality_3,,,
armor_quality_4,armor_quality,,$technology_name_armor_quality_4,1899,,130,"armor_c(-120), armor_str(70)",armor_3,,$technology_desc_armor_quality_4,"The Harvey process improves compound armor by case hardening the front surfaces of the armor plates. This procedure called ""Face Hardening"" makes the front plate able to break up an incoming shell, while the rear plate can absorb splinters and hold the armor together. *Armor Cost +5%, Armor weight -5%, Armor Quality Level I*",,
armor_quality_5,armor_quality,,$technology_name_armor_quality_5,1907,2,140,"armor_c(-140), armor_str(77), stat(endurance;-5)",armor_4,,$technology_desc_armor_quality_5,"The Krupp process adds up to 1% chromium to the alloy and achieves deeper carbon cementation. The result is much additional hardness compared to previous Harvey Armor. *Armor Cost +10%, Armor weight -7.5%, Armor Quality Level II*",,
armor_quality_6,armor_quality,,$technology_name_armor_quality_6,1914,2,150,"armor_c(-170), armor_str(80), stat(endurance;5)",armor_5,,$technology_desc_armor_quality_6,"The Krupp cemented armor is an evolved variant of Krupp armor with slight changes in the alloy composition that increases the elasticity of the rear plates, thus reducing the chance of cracking. *Armor Cost +10%, Armor weight -5%, Armor Quality Level III*",,
armor_quality_7,armor_quality,,$technology_name_armor_quality_7,1922,3,160,"armor_c(-210), armor_str(86), stat(endurance;-10)",armor_6,,$technology_desc_armor_quality_7,"A technique of using homogeneous armor plates (Krupp non-cemented armor) alongside face hardened armor (Krupp cemented armor), allows better protection against oblique impacts and reduces armor weight. *Armor Cost +2.5%, Armor weight -2.5%, Armor Quality Level IV*",,
armor_quality_8,armor_quality,,$technology_name_armor_quality_8,1926,3,170,"armor_c(-150), armor_str(76)",armor_7,,$technology_desc_armor_quality_8,"The newest Krupp type armor is lighter, stronger and cost effective. *Armor weight -2%, Armor Cost +2.5%, Armor Quality Level V*",,
armor_quality_9,armor_quality,,$technology_name_armor_quality_9,1929,5,180,"armor_c(-230), armor_str(89), stat(endurance;7.5)",armor_8,,$technology_desc_armor_quality_9,"The newest Krupp type armor is lighter, stronger and cost effective. *Armor weight -2%, Armor Cost +2.5%, Armor Quality Level V*",,
armor_quality_10,armor_quality,,$technology_name_armor_quality_10,1932,2,200,"armor_c(-250), armor_str(87), stat(endurance;15)",armor_9,,$technology_desc_armor_quality_10,"The newest Krupp type armor is lighter, stronger and cost effective. *Armor weight -2%, Armor Cost +2.5%, Armor Quality Level V*",,
armor_quality_11,armor_quality,,$technology_name_armor_quality_11,1937,2,230,"armor_c(-270), armor_str(92), stat(endurance;6.5)",armor_10,,$technology_desc_armor_quality_11,"The newest Krupp type armor is lighter, stronger and cost effective. *Armor weight -2%, Armor Cost +2.5%, Armor Quality Level V*",,
