#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
540,,Latona,britain,cl,,,,,,
541,,Melampus,britain,cl,,,,,,
542,,Andromache,britain,cl,,,,,,
543,,Sirius,britain,cl,,,,,,
544,,Terpsichore,britain,cl,,,,,,
545,,Naiad,britain,cl,,,,,,
546,,Pique,britain,cl,,,,,,
547,,Thetis,britain,cl,,,,,,
548,,Sybille,britain,cl,,,,,,
549,,Tribune,britain,cl,,,,,,
550,,Spartan,britain,cl,,,,,,
551,,Defiance,britain,cl,,,,,,
552,,Indefatigable,britain,cl,,,,,,
553,,Rainbow,britain,cl,,,,,,
554,,Sappho,britain,cl,,,,,,
555,,Intrepid,britain,cl,,,,,,
556,,Brilliant,britain,cl,,,,,,
557,,Retribution,britain,cl,,,,,,
558,,Scylla,britain,cl,,,,,,
559,,Aeolus,britain,cl,,,,,,
560,,Iphigenia,britain,cl,,,,,,
561,,Astraea,britain,cl,,,,,,
562,,Bonaventure,britain,cl,,,,,,
563,,Cambrian,britain,cl,,,,,,
564,,Charybdis,britain,cl,,,,,,
565,,Fox,britain,cl,,,,,,
566,,Hermione,britain,cl,,,,,,
567,,Flora,britain,cl,,,,,,
568,,Indus,britain,cl,,,,,,
569,,Forte,britain,cl,,,,,,
570,,Eclipse,britain,cl,,,,,,
571,,Talbot,britain,cl,,,,,,
572,,Venus,britain,cl,,,,,,
573,,Minerva,britain,cl,,,,,,
574,,Juno,britain,cl,,,,,,
575,,Diana,britain,cl,,,,,,
576,,Doris,britain,cl,,,,,,
577,,Dido,britain,cl,,,,,,
578,,Isis,britain,cl,,,,,,
579,,Arrogant,britain,cl,,,,,,
580,,Furious,britain,cl,,,,,,
581,,Gladiator,britain,cl,,,,,,
582,,Vindictive,britain,cl,,,,,,
583,,Proserpine,britain,cl,,,,,,
584,,Pactolus,britain,cl,,,,,,
585,,Pegasus,britain,cl,,,,,,
586,,Perseus,britain,cl,,,,,,
587,,Pomone,britain,cl,,,,,,
588,,Pyramus,britain,cl,,,,,,
589,,Prometheus,britain,cl,,,,,,
590,,Pioneer,britain,cl,,,,,,
591,,Highflyer,britain,cl,,,,,,
592,,Hermes,britain,cl,,,,,,
593,,Hyacinth,britain,cl,,,,,,
594,,Challenger,britain,cl,,,,,,
595,,Encounter,britain,cl,,,,,,
596,,Penguin,britain,cl,,,,,,
597,,Topaze,britain,cl,,,,,,
598,,Amethyst,britain,cl,,,,,,
599,,Diamond,britain,cl,,,,,,
600,,Sapphire,britain,cl,,,,,,
601,,Sentinel,britain,cl,,,,,,
602,,Skirmisher,britain,cl,,,,,,
603,,Adventure,britain,cl,,,,,,
604,,Attentive,britain,cl,,,,,,
605,,Forward,britain,cl,,,,,,
606,,Foresight,britain,cl,,,,,,
607,,Pathfinder,britain,cl,,,,,,
608,,Patrol,britain,cl,,,,,,
609,,Boadicea,britain,cl,,,,,,
610,,Active,britain,cl,,,,,,
611,,Town,britain,cl,,,,,,
612,,Bristol,britain,cl,,,,,,
613,,Glasgow,britain,cl,,,,,,
614,,Gloucester,britain,cl,,,,,,
615,,Liverpool,britain,cl,,,,,,
616,,Newcastle,britain,cl,,,,,,
617,,Weymouth,britain,cl,,,,,,
618,,Dartmouth,britain,cl,,,,,,
619,,Falmouth,britain,cl,,,,,,
620,,Yarmouth,britain,cl,,,,,,
621,,Chatham,britain,cl,,,,,,
622,,Dublin,britain,cl,,,,,,
623,,Southampton,britain,cl,,,,,,
624,,Brisbane,britain,cl,,,,,,
625,,Melbourne,britain,cl,,,,,,
626,,Sydney,britain,cl,,,,,,
627,,Birmingham,britain,cl,,,,,,
628,,Lowestoft,britain,cl,,,,,,
629,,Nottingham,britain,cl,,,,,,
630,,Adelaide,britain,cl,,,,,,
631,,Birkenhead,britain,cl,,,,,,
632,,Chester,britain,cl,,,,,,
633,,Aurora,britain,cl,,,,,,
634,,Galatea,britain,cl,,,,,,
635,,Inconstant,britain,cl,,,,,,
636,,Penelope,britain,cl,,,,,,
637,,Royalist,britain,cl,,,,,,
638,,Undaunted,britain,cl,,,,,,
639,,Caroline,britain,cl,,,,,,
640,,Canterbury,britain,cl,,,,,,
641,,Castor,britain,cl,,,,,,
642,,Centaur,britain,cl,,,,,,
643,,Concord,britain,cl,,,,,,
644,,Caledon,britain,cl,,,,,,
645,,Cassandra,britain,cl,,,,,,
646,,Caradoc,britain,cl,,,,,,
647,,Ceres,britain,cl,,,,,,
648,,Cardiff,britain,cl,,,,,,
649,,Coventry,britain,cl,,,,,,
650,,Curlew,britain,cl,,,,,,
651,,Carlisle,britain,cl,,,,,,
652,,Cairo,britain,cl,,,,,,
653,,Calcutta,britain,cl,,,,,,
654,,Capetown,britain,cl,,,,,,
655,,Colombo,britain,cl,,,,,,
656,,Danae,britain,cl,,,,,,
657,,Dauntless,britain,cl,,,,,,
658,,Dragon,britain,cl,,,,,,
659,,Delhi,britain,cl,,,,,,
660,,Dunedin,britain,cl,,,,,,
661,,Durban,britain,cl,,,,,,
662,,Despatch,britain,cl,,,,,,
663,,Diomede,britain,cl,,,,,,
664,,Emerald,britain,cl,,,,,,
665,,Enterprise,britain,cl,,,,,,
666,,Achilles,britain,cl,,,,,,
667,,Ajax,britain,cl,,,,,,
668,,Neptune,britain,cl,,,,,,
669,,Orion,britain,cl,,,,,,
670,,Perth,britain,cl,,,,,,
671,,Hobart,britain,cl,,,,,,
672,,Town,britain,cl,,,,,,
673,,Sheffield,britain,cl,,,,,,
674,,Manchester,britain,cl,,,,,,
675,,Edinburgh,britain,cl,,,,,,
676,,Belfast,britain,cl,,,,,,
677,,Euryalus,britain,cl,,,,,,
678,,Argonaut,britain,cl,,,,,,
679,,Black Prince,britain,cl,,,,,,
680,,Diadem,britain,cl,,,,,,
681,,Crown Colony,britain,cl,,,,,,
682,,Newfoundland,britain,cl,,,,,,
683,,Superb,britain,cl,,,,,,
684,,Lion,britain,cl,,,,,,
685,,Blake,britain,cl,,,,,,
686,,Derwent,britain,dd,,,,,,
687,,Eden,britain,dd,,,,,,
688,,Waveney,britain,dd,,,,,,
689,,Boyne,britain,dd,,,,,,
690,,Doon,britain,dd,,,,,,
691,,Kale,britain,dd,,,,,,
692,,Palmer,britain,dd,,,,,,
693,,Erne,britain,dd,,,,,,
694,,Ettrick,britain,dd,,,,,,
695,,Exe,britain,dd,,,,,,
696,,Cherwell,britain,dd,,,,,,
697,,Dee,britain,dd,,,,,,
698,,Rother,britain,dd,,,,,,
699,,Swale,britain,dd,,,,,,
700,,Ure,britain,dd,,,,,,
701,,Wear,britain,dd,,,,,,
702,,Yarrow,britain,dd,,,,,,
703,,Ribble,britain,dd,,,,,,
704,,Teviot,britain,dd,,,,,,
705,,Usk,britain,dd,,,,,,
706,,Welland,britain,dd,,,,,,
707,,Gala,britain,dd,,,,,,
708,,Garry,britain,dd,,,,,,
709,,Laird,britain,dd,,,,,,
710,,Foyle,britain,dd,,,,,,
711,,Itchen,britain,dd,,,,,,
712,,Arun,britain,dd,,,,,,
713,,Blackwater,britain,dd,,,,,,
714,,Liffey,britain,dd,,,,,,
715,,Moy,britain,dd,,,,,,
716,,Ouse,britain,dd,,,,,,
717,,Stour,britain,dd,,,,,,
718,,Test,britain,dd,,,,,,
719,,Kennet,britain,dd,,,,,,
720,,Jed,britain,dd,,,,,,
721,,Chelmer,britain,dd,,,,,,
722,,Colne,britain,dd,,,,,,
723,,Ness,britain,dd,,,,,,
724,,Nith,britain,dd,,,,,,
725,,Cricket,britain,dd,,,,,,
726,,Dragonfly,britain,dd,,,,,,
727,,Firefly,britain,dd,,,,,,
728,,Sandfly,britain,dd,,,,,,
729,,Spider,britain,dd,,,,,,
730,,Gadfly,britain,dd,,,,,,
731,,Glowworm,britain,dd,,,,,,
732,,Gnat,britain,dd,,,,,,
733,,Grasshopper,britain,dd,,,,,,
734,,Greenfly,britain,dd,,,,,,
735,,Mayfly,britain,dd,,,,,,
736,,Moth,britain,dd,,,,,,
737,,Afridi,britain,dd,,,,,,
738,,Cossack,britain,dd,,,,,,
739,,Ghurka,britain,dd,,,,,,
740,,Mohawk,britain,dd,,,,,,
741,,Tartar,britain,dd,,,,,,
742,,Amazon,britain,dd,,,,,,
743,,Saracen,britain,dd,,,,,,
744,,Crusader,britain,dd,,,,,,
745,,Maori,britain,dd,,,,,,
746,,Nubian,britain,dd,,,,,,
747,,Viking,britain,dd,,,,,,
748,,Zulu,britain,dd,,,,,,
749,,Basilisk,britain,dd,,,,,,
750,,Beagle,britain,dd,,,,,,
751,,Bulldog,britain,dd,,,,,,
752,,Foxhound,britain,dd,,,,,,
753,,Mosquito,britain,dd,,,,,,
754,,Nautilus,britain,dd,,,,,,
755,,Rattlesnake,britain,dd,,,,,,
756,,Savage,britain,dd,,,,,,
757,,Scorpion,britain,dd,,,,,,
758,,Wolverine,britain,dd,,,,,,
759,,Acorn,britain,dd,,,,,,
760,,Alarm,britain,dd,,,,,,
761,,Brisk,britain,dd,,,,,,
762,,Cameleon,britain,dd,,,,,,
763,,Comet,britain,dd,,,,,,
764,,Fury,britain,dd,,,,,,
765,,Goldfinch,britain,dd,,,,,,
766,,Hope,britain,dd,,,,,,
767,,Larne,britain,dd,,,,,,
768,,Lyra,britain,dd,,,,,,
769,,Martin,britain,dd,,,,,,
770,,Minstrel,britain,dd,,,,,,
771,,Nemesis,britain,dd,,,,,,
772,,Nereide,britain,dd,,,,,,
773,,Nymphe,britain,dd,,,,,,
774,,Redpole,britain,dd,,,,,,
775,,Rifleman,britain,dd,,,,,,
776,,Ruby,britain,dd,,,,,,
777,,Sheldrake,britain,dd,,,,,,
778,,Staunch,britain,dd,,,,,,
779,,Acheron,britain,dd,,,,,,
780,,Archer,britain,dd,,,,,,
781,,Ariel,britain,dd,,,,,,
782,,Attack,britain,dd,,,,,,
783,,Badger,britain,dd,,,,,,
784,,Beaver,britain,dd,,,,,,
785,,Defender,britain,dd,,,,,,
786,,Druid,britain,dd,,,,,,
787,,Ferret,britain,dd,,,,,,
788,,Forester,britain,dd,,,,,,
789,,Goshawk,britain,dd,,,,,,
790,,Hind,britain,dd,,,,,,
791,,Hornet,britain,dd,,,,,,
792,,Hydra,britain,dd,,,,,,
793,,Jackal,britain,dd,,,,,,
794,,Lapwing,britain,dd,,,,,,
795,,Lizard,britain,dd,,,,,,
796,,Phoenix,britain,dd,,,,,,
797,,Tigress,britain,dd,,,,,,
798,,Firedrake,britain,dd,,,,,,
799,,Lurcher,britain,dd,,,,,,
800,,Oak,britain,dd,,,,,,
801,,Parramatta,britain,dd,,,,,,
802,,Yarra,britain,dd,,,,,,
803,,Warrego,britain,dd,,,,,,
804,,Huon,britain,dd,,,,,,
805,,Swan,britain,dd,,,,,,
806,,Torrens,britain,dd,,,,,,
807,,Acasta,britain,dd,,,,,,
808,,Achates,britain,dd,,,,,,
809,,Ambuscade,britain,dd,,,,,,
810,,Christopher,britain,dd,,,,,,
811,,Cockatrice,britain,dd,,,,,,
812,,Contest,britain,dd,,,,,,
813,,Lynx,britain,dd,,,,,,
814,,Midge,britain,dd,,,,,,
815,,Owl,britain,dd,,,,,,
816,,Shark,britain,dd,,,,,,
817,,Sparrowhawk,britain,dd,,,,,,
818,,Spitfire,britain,dd,,,,,,
819,,Ardent,britain,dd,,,,,,
820,,Fortune,britain,dd,,,,,,
821,,Garland,britain,dd,,,,,,
822,,Hardy,britain,dd,,,,,,
823,,Paragon,britain,dd,,,,,,
824,,Porpoise,britain,dd,,,,,,
825,,Unity,britain,dd,,,,,,
826,,Victor,britain,dd,,,,,,
827,,Swift,britain,dd,,,,,,
828,,Laertes,britain,dd,,,,,,
829,,Laforey,britain,dd,,,,,,
830,,Lance,britain,dd,,,,,,
831,,Landrail,britain,dd,,,,,,
832,,Lark,britain,dd,,,,,,
833,,Lassoo,britain,dd,,,,,,
834,,Laurel,britain,dd,,,,,,
835,,Laverock,britain,dd,,,,,,
836,,Lawford,britain,dd,,,,,,
837,,Legion,britain,dd,,,,,,
838,,Lennox,britain,dd,,,,,,
839,,Leonidas,britain,dd,,,,,,
840,,Liberty,britain,dd,,,,,,
841,,Linnet,britain,dd,,,,,,
842,,Llewellyn,britain,dd,,,,,,
843,,Lochinvar,britain,dd,,,,,,
844,,Lookout,britain,dd,,,,,,
845,,Louis,britain,dd,,,,,,
846,,Loyal,britain,dd,,,,,,
847,,Lucifer,britain,dd,,,,,,
848,,Lydiard,britain,dd,,,,,,
849,,Lysander,britain,dd,,,,,,
850,,Arno,britain,dd,,,,,,
851,,Murray,britain,dd,,,,,,
852,,Myngs,britain,dd,,,,,,
853,,Matchless,britain,dd,,,,,,
854,,Milne,britain,dd,,,,,,
855,,Morris,britain,dd,,,,,,
856,,Moorsom,britain,dd,,,,,,
857,,Mons,britain,dd,,,,,,
858,,Marne,britain,dd,,,,,,
859,,Michael,britain,dd,,,,,,
860,,Milbrook,britain,dd,,,,,,
861,,Minion,britain,dd,,,,,,
862,,Munster,britain,dd,,,,,,
863,,Mystic,britain,dd,,,,,,
864,,Maenad,britain,dd,,,,,,
865,,Magic,britain,dd,,,,,,
866,,Moresby,britain,dd,,,,,,
867,,Mandate,britain,dd,,,,,,
868,,Manners,britain,dd,,,,,,
869,,Marmion,britain,dd,,,,,,
870,,Martial,britain,dd,,,,,,
871,,Mary Rose,britain,dd,,,,,,
872,,Menace,britain,dd,,,,,,
873,,Mameluke,britain,dd,,,,,,
874,,Marvel,britain,dd,,,,,,
875,,Mindful,britain,dd,,,,,,
876,,Mischief,britain,dd,,,,,,
877,,Nonsuch,britain,dd,,,,,,
878,,Negro,britain,dd,,,,,,
879,,Nepean,britain,dd,,,,,,
880,,Nereus,britain,dd,,,,,,
881,,Nessus,britain,dd,,,,,,
882,,Nestor,britain,dd,,,,,,
883,,Noble,britain,dd,,,,,,
884,,Nomad,britain,dd,,,,,,
885,,Nizam,britain,dd,,,,,,
886,,Nonpareil,britain,dd,,,,,,
887,,Norman,britain,dd,,,,,,
888,,Northesk,britain,dd,,,,,,
889,,North Star,britain,dd,,,,,,
890,,Nugent,britain,dd,,,,,,
891,,Obedient,britain,dd,,,,,,
892,,Obdurate,britain,dd,,,,,,
893,,Onslaught,britain,dd,,,,,,
894,,Onslow,britain,dd,,,,,,
895,,Opal,britain,dd,,,,,,
896,,Ophelia,britain,dd,,,,,,
897,,Opportune,britain,dd,,,,,,
898,,Oracle,britain,dd,,,,,,
899,,Orestes,britain,dd,,,,,,
900,,Orford,britain,dd,,,,,,
901,,Orpheus,britain,dd,,,,,,
902,,Octavia,britain,dd,,,,,,
903,,Ossory,britain,dd,,,,,,
904,,Napier,britain,dd,,,,,,
905,,Narborough,britain,dd,,,,,,
906,,Narwhal,britain,dd,,,,,,
907,,Nicator,britain,dd,,,,,,
908,,Orcadia,britain,dd,,,,,,
909,,Oriana,britain,dd,,,,,,
910,,Paladin,britain,dd,,,,,,
911,,Parthian,britain,dd,,,,,,
912,,Norseman,britain,dd,,,,,,
913,,Oberon,britain,dd,,,,,,
914,,Observer,britain,dd,,,,,,
915,,Offa,britain,dd,,,,,,
916,,Oriole,britain,dd,,,,,,
917,,Osiris,britain,dd,,,,,,
918,,Partridge,britain,dd,,,,,,
919,,Pasley,britain,dd,,,,,,
920,,Medina,britain,dd,,,,,,
921,,Medway,britain,dd,,,,,,
922,,Pelican,britain,dd,,,,,,
923,,Pellew,britain,dd,,,,,,
924,,Penn,britain,dd,,,,,,
925,,Peregrine,britain,dd,,,,,,
926,,Petard,britain,dd,,,,,,
927,,Peyton,britain,dd,,,,,,
928,,Pheasant,britain,dd,,,,,,
929,,Phoebe,britain,dd,,,,,,
930,,Pigeon,britain,dd,,,,,,
931,,Plover,britain,dd,,,,,,
932,,Plucky,britain,dd,,,,,,
933,,Portia,britain,dd,,,,,,
934,,Prince,britain,dd,,,,,,
935,,Pylades,britain,dd,,,,,,
936,,Mentor,britain,dd,,,,,,
937,,Mansfield,britain,dd,,,,,,
938,,Miranda,britain,dd,,,,,,
939,,Minos,britain,dd,,,,,,
940,,Manley,britain,dd,,,,,,
941,,Moon,britain,dd,,,,,,
942,,Morning Star,britain,dd,,,,,,
943,,Mounsey,britain,dd,,,,,,
944,,Musketeer,britain,dd,,,,,,
945,,Nerissa,britain,dd,,,,,,
946,,Relentless,britain,dd,,,,,,
947,,Rival,britain,dd,,,,,,
948,,Meteor,britain,dd,,,,,,
949,,Mastiff,britain,dd,,,,,,
950,,Patrician,britain,dd,,,,,,
951,,Patriot,britain,dd,,,,,,
952,,Rapid,britain,dd,,,,,,
953,,Talisman,britain,dd,,,,,,
954,,Termagant,britain,dd,,,,,,
955,,Trident,britain,dd,,,,,,
956,,Turbulent,britain,dd,,,,,,
957,,Faulknor,britain,dd,,,,,,
958,,Kempenfelt,britain,dd,,,,,,
959,,Nimrod,britain,dd,,,,,,
960,,Abdiel,britain,dd,,,,,,
961,,Gabriel,britain,dd,,,,,,
962,,Ithuriel,britain,dd,,,,,,
963,,Parker,britain,dd,,,,,,
964,,Grenville,britain,dd,,,,,,
965,,Hoste,britain,dd,,,,,,
966,,Seymour,britain,dd,,,,,,
967,,Saumarez,britain,dd,,,,,,
968,,Anzac,britain,dd,,,,,,
969,,Radstock,britain,dd,,,,,,
970,,Raider,britain,dd,,,,,,
971,,Romola,britain,dd,,,,,,
972,,Rowena,britain,dd,,,,,,
973,,Restless,britain,dd,,,,,,
974,,Rigorous,britain,dd,,,,,,
975,,Rocket,britain,dd,,,,,,
976,,Rob Roy,britain,dd,,,,,,
977,,Redgauntlet,britain,dd,,,,,,
978,,Redoubt,britain,dd,,,,,,
979,,Recruit,britain,dd,,,,,,
980,,Sable,britain,dd,,,,,,
981,,Setter,britain,dd,,,,,,
982,,Salmon,britain,dd,,,,,,
983,,Sylph,britain,dd,,,,,,
984,,Sarpedon,britain,dd,,,,,,
985,,Sorceress,britain,dd,,,,,,
986,,Sturgeon,britain,dd,,,,,,
987,,Sceptre,britain,dd,,,,,,
988,,Satyr,britain,dd,,,,,,
989,,Sharpshooter,britain,dd,,,,,,
990,,Simoom,britain,dd,,,,,,
991,,Skate,britain,dd,,,,,,
992,,Skilful,britain,dd,,,,,,
993,,Springbok,britain,dd,,,,,,
994,,Starfish,britain,dd,,,,,,
995,,Stork,britain,dd,,,,,,
996,,Tancred,britain,dd,,,,,,
997,,Tarpon,britain,dd,,,,,,
998,,Telemachus,britain,dd,,,,,,
999,,Tempest,britain,dd,,,,,,
1000,,Tenacious,britain,dd,,,,,,
1001,,Tetrarch,britain,dd,,,,,,
1002,,Thisbe,britain,dd,,,,,,
1003,,Thruster,britain,dd,,,,,,
1004,,Tormentor,britain,dd,,,,,,
1005,,Tornado,britain,dd,,,,,,
1006,,Torrent,britain,dd,,,,,,
1007,,Torrid,britain,dd,,,,,,
1008,,Trenchant,britain,dd,,,,,,
1009,,Tristram,britain,dd,,,,,,
1010,,Tirade,britain,dd,,,,,,
1011,,Tower,britain,dd,,,,,,
1012,,Ulster,britain,dd,,,,,,
1013,,Ulysses,britain,dd,,,,,,
1014,,Umpire,britain,dd,,,,,,
1015,,Undine,britain,dd,,,,,,
1016,,Urchin,britain,dd,,,,,,
1017,,Ursa,britain,dd,,,,,,
1018,,Ursula,britain,dd,,,,,,
1019,,Rosalind,britain,dd,,,,,,
1020,,Radiant,britain,dd,,,,,,
1021,,Retriever,britain,dd,,,,,,
1022,,Taurus,britain,dd,,,,,,
1023,,Teazer,britain,dd,,,,,,
1024,,Sabrina,britain,dd,,,,,,
1025,,Strongbow,britain,dd,,,,,,
1026,,Surprise,britain,dd,,,,,,
1027,,Sybille,britain,dd,,,,,,
1028,,Truculent,britain,dd,,,,,,
1029,,Tyrant,britain,dd,,,,,,
1030,,Ulleswater,britain,dd,,,,,,
1031,,Scimitar,britain,dd,,,,,,
1032,,Scotsman,britain,dd,,,,,,
1033,,Scout,britain,dd,,,,,,
1034,,Senator,britain,dd,,,,,,
1035,,Sepoy,britain,dd,,,,,,
1036,,Seraph,britain,dd,,,,,,
1037,,Shamrock,britain,dd,,,,,,
1038,,Shikari,britain,dd,,,,,,
1039,,Success,britain,dd,,,,,,
1040,,Sikh,britain,dd,,,,,,
1041,,Sirdar,britain,dd,,,,,,
1042,,Somme,britain,dd,,,,,,
1043,,Steadfast,britain,dd,,,,,,
1044,,Sterling,britain,dd,,,,,,
1045,,Swallow,britain,dd,,,,,,
1046,,Swordsman,britain,dd,,,,,,
1047,,Sabre,britain,dd,,,,,,
1048,,Saladin,britain,dd,,,,,,
1049,,Splendid,britain,dd,,,,,,
1050,,Tribune,britain,dd,,,,,,
1051,,Trinidad,britain,dd,,,,,,
1052,,Tactician,britain,dd,,,,,,
1053,,Tara,britain,dd,,,,,,
1054,,Tasmania,britain,dd,,,,,,
1055,,Tattoo,britain,dd,,,,,,
1056,,Scythe,britain,dd,,,,,,
1057,,Seabear,britain,dd,,,,,,
1058,,Seafire,britain,dd,,,,,,
1059,,Searcher,britain,dd,,,,,,
1060,,Seawolf,britain,dd,,,,,,
1061,,Serapis,britain,dd,,,,,,
1062,,Serene,britain,dd,,,,,,
1063,,Sesame,britain,dd,,,,,,
1064,,Spear,britain,dd,,,,,,
1065,,Spindrift,britain,dd,,,,,,
1066,,Tenedos,britain,dd,,,,,,
1067,,Thanet,britain,dd,,,,,,
1068,,Thracian,britain,dd,,,,,,
1069,,Stonehenge,britain,dd,,,,,,
1070,,Stormcloud,britain,dd,,,,,,
1071,,Strenuous,britain,dd,,,,,,
1072,,Stronghold,britain,dd,,,,,,
1073,,Sturdy,britain,dd,,,,,,
1074,,Sardonyx,britain,dd,,,,,,
1075,,Saturn,britain,dd,,,,,,
1076,,Sycamore,britain,dd,,,,,,
1077,,Sportive,britain,dd,,,,,,
1078,,Stalwart,britain,dd,,,,,,
1079,,Tilbury,britain,dd,,,,,,
1080,,Tintagel,britain,dd,,,,,,
1081,,Trojan,britain,dd,,,,,,
1082,,Truant,britain,dd,,,,,,
1083,,Trusty,britain,dd,,,,,,
1084,,Speedy,britain,dd,,,,,,
1085,,Tobago,britain,dd,,,,,,
1086,,Torbay,britain,dd,,,,,,
1087,,Toreador,britain,dd,,,,,,
1088,,Tourmaline,britain,dd,,,,,,
1089,,Torch,britain,dd,,,,,,
1090,,Tomahawk,britain,dd,,,,,,
1091,,Tryphon,britain,dd,,,,,,
1092,,Tumult,britain,dd,,,,,,
1093,,Turquoise,britain,dd,,,,,,
1094,,Tuscan,britain,dd,,,,,,
1095,,Tyrian,britain,dd,,,,,,
1096,,Vancouver,britain,dd,,,,,,
1097,,Vanessa,britain,dd,,,,,,
1098,,Vanity,britain,dd,,,,,,
1099,,Vanoc,britain,dd,,,,,,
1100,,Vanquisher,britain,dd,,,,,,
1101,,Vectis,britain,dd,,,,,,
1102,,Vega,britain,dd,,,,,,
1103,,Vehement,britain,dd,,,,,,
1104,,Velox,britain,dd,,,,,,
1105,,Vendetta,britain,dd,,,,,,
1106,,Venetia,britain,dd,,,,,,
1107,,Venturous,britain,dd,,,,,,
1108,,Verdun,britain,dd,,,,,,
1109,,Versatile,britain,dd,,,,,,
1110,,Verulam,britain,dd,,,,,,
1111,,Vesper,britain,dd,,,,,,
1112,,Vidette,britain,dd,,,,,,
1113,,Vimiera,britain,dd,,,,,,
1114,,Violent,britain,dd,,,,,,
1115,,Vittoria,britain,dd,,,,,,
1116,,Vivacious,britain,dd,,,,,,
1117,,Vivien,britain,dd,,,,,,
1118,,Vortigern,britain,dd,,,,,,
1119,,Voyager,britain,dd,,,,,,
1120,,Wakeful,britain,dd,,,,,,
1121,,Walker,britain,dd,,,,,,
1122,,Walpole,britain,dd,,,,,,
1123,,Walrus,britain,dd,,,,,,
1124,,Warwick,britain,dd,,,,,,
1125,,Watchman,britain,dd,,,,,,
1126,,Waterhen,britain,dd,,,,,,
1127,,Wessex,britain,dd,,,,,,
1128,,Westcott,britain,dd,,,,,,
1129,,Westminster,britain,dd,,,,,,
1130,,Whirlwind,britain,dd,,,,,,
1131,,Whitley,britain,dd,,,,,,
1132,,Winchelsea,britain,dd,,,,,,
1133,,Winchester,britain,dd,,,,,,
1134,,Windsor,britain,dd,,,,,,
1135,,Wolfhound,britain,dd,,,,,,
1136,,Wrestler,britain,dd,,,,,,
1137,,Wryneck,britain,dd,,,,,,
1138,,Wayfarer,britain,dd,,,,,,
1139,,Woodpecker,britain,dd,,,,,,
1140,,Viceroy,britain,dd,,,,,,
1141,,Viscount,britain,dd,,,,,,
1142,,Wolsey,britain,dd,,,,,,
1143,,Woolston,britain,dd,,,,,,
1144,,Wishart,britain,dd,,,,,,
1145,,Witch,britain,dd,,,,,,
1146,,Vansittart,britain,dd,,,,,,
1147,,Vantage,britain,dd,,,,,,
1148,,Venomous,britain,dd,,,,,,
1149,,Verity,britain,dd,,,,,,
1150,,Volunteer,britain,dd,,,,,,
1151,,Votary,britain,dd,,,,,,
1152,,Wanderer,britain,dd,,,,,,
1153,,Warren,britain,dd,,,,,,
1154,,Welfare,britain,dd,,,,,,
1155,,Whitehall,britain,dd,,,,,,
1156,,Whitehead,britain,dd,,,,,,
1157,,Wren,britain,dd,,,,,,
1158,,Wye,britain,dd,,,,,,
1159,,Vashon,britain,dd,,,,,,
1160,,Vengeful,britain,dd,,,,,,
1161,,Veteran,britain,dd,,,,,,
1162,,Vigo,britain,dd,,,,,,
1163,,Vigorous,britain,dd,,,,,,
1164,,Virulent,britain,dd,,,,,,
1165,,Volage,britain,dd,,,,,,
1166,,Volcano,britain,dd,,,,,,
1167,,Wager,britain,dd,,,,,,
1168,,Wake,britain,dd,,,,,,
1169,,Waldegrave,britain,dd,,,,,,
1170,,Walton,britain,dd,,,,,,
1171,,Whitaker,britain,dd,,,,,,
1172,,Watson,britain,dd,,,,,,
1173,,Wave,britain,dd,,,,,,
1174,,Weazel,britain,dd,,,,,,
1175,,White Bear,britain,dd,,,,,,
1176,,Wellesley,britain,dd,,,,,,
1177,,Wheeler,britain,dd,,,,,,
1178,,Whip,britain,dd,,,,,,
1179,,Whippet,britain,dd,,,,,,
1180,,Whelp,britain,dd,,,,,,
1181,,Whitshed,britain,dd,,,,,,
1182,,Willoughby,britain,dd,,,,,,
1183,,Winter,britain,dd,,,,,,
1184,,Witherington,britain,dd,,,,,,
1185,,Wivern,britain,dd,,,,,,
1186,,Worcester,britain,dd,,,,,,
1187,,Wrangler,britain,dd,,,,,,
1188,,Werewolf,britain,dd,,,,,,
1189,,Westphal,britain,dd,,,,,,
1190,,Yeoman,britain,dd,,,,,,
1191,,Zealous,britain,dd,,,,,,
1192,,Zebra,britain,dd,,,,,,
1193,,Zodiac,britain,dd,,,,,,
1194,,Daring,britain,tb,,,,,,
1195,,Decoy,britain,tb,,,,,,
1196,,Hornet,britain,tb,,,,,,
1197,,Havock,britain,tb,,,,,,
1198,,Ferret,britain,tb,,,,,,
1199,,Lynx,britain,tb,,,,,,
1200,,Ardent,britain,tb,,,,,,
1201,,Boxer,britain,tb,,,,,,
1202,,Bruizer,britain,tb,,,,,,
1203,,Charger,britain,tb,,,,,,
1204,,Dasher,britain,tb,,,,,,
1205,,Hasty,britain,tb,,,,,,
1206,,Banshee,britain,tb,,,,,,
1207,,Contest,britain,tb,,,,,,
1208,,Dragon,britain,tb,,,,,,
1209,,Conflict,britain,tb,,,,,,
1210,,Teazer,britain,tb,,,,,,
1211,,Wizard,britain,tb,,,,,,
1212,,Fervent,britain,tb,,,,,,
1213,,Zephyr,britain,tb,,,,,,
1214,,Handy,britain,tb,,,,,,
1215,,Hart,britain,tb,,,,,,
1216,,Hunter,britain,tb,,,,,,
1217,,Hardy,britain,tb,,,,,,
