,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#id (do not edit),enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#
"gun_5_x2_germany_cl, dd",,127,gun_5_x2,"austria,germany,netherlands","cl, dd",,,,,,vdt_gun_200_x2,1,1.0725,1.55,0.987,spee_gun_150_x2,1.05,1.15,1.15,1.012,bismarck_gun_b_150_x2,1.025,1.09,1.29,1.279,bismarck_gun_b_150_x2,1.025,1.09,1.29,1.279,,,,,,,,,,
"gun_5_x3_germany_cl, dd",,127,gun_5_x3,"austria,germany,netherlands","cl, dd",,,,,,,,,,,spee_gun_150_x3,1.05,1.15,1.15,1.012,bismarck_gun_b_150_x3,1.025,1.09,1.29,1.279,bismarck_gun_b_150_x3,1.025,1.09,1.29,1.279,,,,,,,,,,
"gun_2_x1_germany_bb, bc, ca",,51,gun_2_x1,germany,"bb, bc, ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x2_germany_bb, bc, ca",,51,gun_2_x2,germany,"bb, bc, ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x3_germany_bb, bc, ca",,51,gun_2_x3,germany,"bb, bc, ca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_3_x1_germany_bb, bc, ca",,76,gun_3_x1,germany,"bb, bc, ca",maine_gun_152_x1,0.9,0.975,0.8,1.323,maine_gun_152_x1,0.9,0.975,0.8,1.323,maine_gun_152_x1,0.9,0.975,0.8,1.323,bismarck_gun_105_x1,0.86,1,1.025,1.625,bismarck_gun_105_x1,0.86,1,1.025,1.625,,,,,,,,,,
"gun_3_x2_germany_bb, bc, ca",,76,gun_3_x2,germany,"bb, bc, ca",maine_gun_152_x2,0.9,0.975,0.8,1.323,maine_gun_152_x2,0.9,0.975,0.8,1.323,maine_gun_152_x2,0.9,0.975,0.8,1.323,bismarck_gun_105_x2,0.86,1,1.025,1.625,bismarck_gun_105_x2,0.86,1,1.025,1.625,,,,,,,,,,
"gun_3_x3_germany_bb, bc, ca",,76,gun_3_x3,germany,"bb, bc, ca",maine_gun_152_x3,0.9,0.975,0.8,1.323,maine_gun_152_x3,0.9,0.975,0.8,1.323,maine_gun_152_x3,0.9,0.975,0.8,1.323,bismarck_gun_105_x3,0.86,1,1.025,1.625,bismarck_gun_105_x3,0.86,1,1.025,1.625,,,,,,,,,,
"gun_4_x1_germany_bb, bc, ca",,102,gun_4_x1,germany,"bb, bc, ca",spee_gun_150_x1,0.8,0.9,1.05,1.36,spee_gun_150_x1,0.8,0.9,1.05,1.36,spee_gun_150_x1,0.8,0.9,1.05,1.36,bismarck_gun_105_x1,1.0125,1.15,1.025,1.5116,bismarck_gun_105_x1,1.0125,1.15,1.025,1.5116,,,,,,,,,,
"gun_4_x2_germany_bb, bc, ca",,102,gun_4_x2,germany,"bb, bc, ca",spee_gun_150_x2,0.8,0.9,1.05,1.36,spee_gun_150_x2,0.8,0.9,1.05,1.36,spee_gun_150_x2,0.8,0.9,1.05,1.36,bismarck_gun_105_x2,1.0125,1.15,1.025,1.5116,bismarck_gun_105_x2,1.0125,1.15,1.025,1.5116,,,,,,,,,,
"gun_4_x3_germany_bb, bc, ca",,102,gun_4_x3,germany,"bb, bc, ca",spee_gun_150_x3,0.8,0.9,1.05,1.36,spee_gun_150_x3,0.8,0.9,1.05,1.36,spee_gun_150_x3,0.8,0.9,1.05,1.36,bismarck_gun_105_x3,1.0125,1.15,1.025,1.5116,bismarck_gun_105_x3,1.0125,1.15,1.025,1.5116,,,,,,,,,,
"gun_5_x1_germany_bb, bc, ca",,127,gun_5_x1,germany,"bb, bc, ca",dd_s_gun_d_102_x1,1.2,1.35,1.1,1.28,vdt_gun_200_x1,1,1.0725,1.55,0.987,spee_gun_150_x1,0.95,1.05,1.15,1.12,spee_gun_150_x1,1.1,1.2,1.15,1.19,spee_gun_150_x1,1.1,1.2,1.15,1.19,,,,,,,,,,
"gun_5_x2_germany_bb, bc, ca",,127,gun_5_x2,germany,"bb, bc, ca",,,,,,vdt_gun_200_x2,1,1.0725,1.55,0.987,spee_gun_150_x2,0.95,1.05,1.15,1.12,bismarck_gun_b_150_x2,1.025,1.09,1.29,1.279,bismarck_gun_b_150_x2,1.025,1.09,1.29,1.279,,,,,,,,,,
"gun_5_x3_germany_bb, bc, ca",,127,gun_5_x3,germany,"bb, bc, ca",,,,,,vdt_gun_200_x3,1,1.0725,1.55,0.987,spee_gun_150_x3,0.95,1.05,1.15,1.12,bismarck_gun_b_150_x3,1.025,1.09,1.29,1.279,bismarck_gun_b_150_x3,1.025,1.09,1.29,1.279,,,,,,,,,,
"gun_6_x1_germany_bb, bc, ca,cl",,152,gun_6_x1,germany,"bb, bc, ca,cl",dd_s_gun_c_102_x1,1.3,1.5,1.1,1.33,vdt_gun_200_x1,1.1,1.17,1.05,1.0227,spee_gun_150_x1,1.05,1.15,1.15,1.15,bismarck_gun_150_x1,1.1,1.18,1.29,1.374,bismarck_gun_150_x1,1.1,1.18,1.29,1.374,,,,,,,,,,
"gun_6_x2_germany_bb, bc, ca,cl",,152,gun_6_x2,germany,"bb, bc, ca,cl",,,,,,vdt_gun_200_x2,1.1,1.17,1.05,1.0227,spee_gun_150_x2,1.05,1.15,1.15,1.15,bismarck_gun_150_x2,1.1,1.18,1.29,1.374,bismarck_gun_150_x2,1.1,1.18,1.29,1.374,,,,,,,,,,
"gun_6_x3_germany_bb, bc, ca,cl",,152,gun_6_x3,germany,"bb, bc, ca,cl",,,,,,,,,,,spee_gun_150_x3,1.05,1.15,1.15,1.15,bismarck_gun_150_x3,1.1,1.18,1.29,1.374,bismarck_gun_150_x3,1.1,1.18,1.29,1.374,,,,,,,,,,
"gun_7_x1_germany_bb, bc, ca,cl",,178,gun_7_x1,germany,"bb, bc, ca,cl",friedrich_gun_228_x1,0.75,0.89,1.25,1.48,vdt_gun_200_x1,1.2,1.2675,1.05,1.0714,bismarck_gun_b_150_x1,1.2,1.28,1.29,1.43,bismarck_gun_150_x1,1.2,1.28,1.29,1.43,bismarck_gun_150_x1,1.2,1.28,1.29,1.43,,,,,,,,,,
"gun_7_x2_germany_bb, bc, ca,cl",,178,gun_7_x2,germany,"bb, bc, ca,cl",friedrich_gun_228_x2,0.75,0.89,1.25,1.48,vdt_gun_200_x2,1.2,1.2675,1.05,1.0714,bismarck_gun_b_150_x2,1.2,1.28,1.29,1.43,bismarck_gun_150_x2,1.2,1.28,1.29,1.43,bismarck_gun_150_x2,1.2,1.28,1.29,1.43,,,,,,,,,,
"gun_7_x3_germany_bb, bc, ca,cl",,178,gun_7_x3,germany,"bb, bc, ca,cl",friedrich_gun_228_x3,0.75,0.89,1.25,1.48,,,,,,bismarck_gun_b_150_x3,1.2,1.28,1.29,1.43,bismarck_gun_150_x3,1.2,1.28,1.29,1.43,bismarck_gun_150_x3,1.2,1.28,1.29,1.43,,,,,,,,,,
"gun_8_x1_germany_bb, bc",,203,gun_8_x1,germany,"bb, bc",friedrich_gun_228_x1,0.9,0.975,1.25,1.379,vdt_gun_200_x1,1.3,1.316,1.05,1.097,bismarck_gun_b_150_x1,1.3,1.35,1.29,1.466,bismarck_gun_150_x1,1.3,1.35,1.29,1.466,bismarck_gun_150_x1,1.3,1.35,1.29,1.466,,,,,,,,,,
"gun_8_x2_germany_bb, bc",,203,gun_8_x2,germany,"bb, bc",friedrich_gun_228_x2,0.9,0.975,1.25,1.379,vdt_gun_200_x2,1.3,1.316,1.05,1.097,bismarck_gun_b_150_x2,1.3,1.35,1.29,1.466,bismarck_gun_150_x2,1.3,1.35,1.29,1.466,bismarck_gun_150_x2,1.3,1.35,1.29,1.466,,,,,,,,,,
"gun_8_x3_germany_bb, bc",,203,gun_8_x3,germany,"bb, bc",friedrich_gun_228_x3,0.9,0.975,1.25,1.379,,,,,,bismarck_gun_b_150_x3,1.3,1.35,1.29,1.466,bismarck_gun_150_x3,1.3,1.35,1.29,1.466,bismarck_gun_150_x3,1.3,1.35,1.29,1.466,,,,,,,,,,
"gun_8_x1_germany_ca,cl",,203,gun_8_x1,germany,"ca,cl",friedrich_gun_228_x1,0.9,0.975,1.25,1.379,vdt_gun_200_x1,1.3,1.316,1.05,1.097,bismarck_gun_b_150_x1,1.3,1.35,1.29,1.466,spee_gun_280_x1_a,0.85,0.92,1.35,1.31,spee_gun_280_x1_a,0.85,0.92,1.35,1.31,,,,,,,,,,
"gun_8_x2_germany_ca,cl",,203,gun_8_x2,germany,"ca,cl",friedrich_gun_228_x2,0.9,0.975,1.25,1.379,vdt_gun_200_x2,1.3,1.316,1.05,1.097,bismarck_gun_b_150_x2,1.3,1.35,1.29,1.466,spee_gun_280_x2_a,0.85,0.92,1.35,1.31,spee_gun_280_x2_a,0.85,0.92,1.35,1.31,,,,,,,,,,
"gun_8_x3_germany_ca,cl",,203,gun_8_x3,germany,"ca,cl",friedrich_gun_228_x3,0.9,0.975,1.25,1.379,vdt_gun_200_x3,1.3,1.316,1.05,1.097,bismarck_gun_b_150_x3,1.3,1.35,1.29,1.466,spee_gun_280_x3_a,0.85,0.92,1.35,1.31,spee_gun_280_x3_a,0.85,0.92,1.35,1.31,,,,,,,,,,
"gun_9_x1_germany_bb, bc, ca, cl",,229,gun_9_x1,germany,"bb, bc, ca, cl",friedrich_gun_228_x1,1,1.0725,1.25,1.371,friedrich_gun_228_x1,1,1.0725,1.25,1.371,vdt_gun_280_x1,0.81,0.89,1.37,1.395,spee_gun_280_x1_a,0.95,0.95,1.35,1.2857,spee_gun_280_x1_a,0.95,0.95,1.35,1.2857,,,,,,,,,,
"gun_9_x2_germany_bb, bc, ca, cl",,229,gun_9_x2,germany,"bb, bc, ca, cl",friedrich_gun_228_x2,1,1.0725,1.25,1.371,friedrich_gun_228_x2,1,1.0725,1.25,1.371,vdt_gun_280_x2,0.81,0.89,1.37,1.395,spee_gun_280_x2_a,0.95,0.95,1.35,1.2857,spee_gun_280_x2_a,0.95,0.95,1.35,1.2857,,,,,,,,,,
"gun_9_x3_germany_bb, bc, ca, cl",,229,gun_9_x3,germany,"bb, bc, ca, cl",friedrich_gun_228_x3,1,1.0725,1.25,1.371,friedrich_gun_228_x3,1,1.0725,1.25,1.371,vdt_gun_280_x3,0.81,0.89,1.37,1.395,spee_gun_280_x3_a,0.95,0.95,1.35,1.2857,spee_gun_280_x3_a,0.95,0.95,1.35,1.2857,,,,,,,,,,
"gun_10_x1_germany_bb, bc, ca",,254,gun_10_x1,"germany, argentina","bb, bc, ca",brandenburg_gun_279_x1,0.909,0.975,1.75,1.68,friedrich_gun_228_x1,1.1,1.17,1.25,1.325,vdt_gun_280_x1,0.911,0.98,1.37,1.34,spee_gun_280_x1_a,0.975,0.99,1.35,1.35,spee_gun_280_x1_a,0.975,0.99,1.35,1.35,,,,,,,,,,
"gun_10_x2_germany_bb, bc, ca",,254,gun_10_x2,"germany, argentina","bb, bc, ca",brandenburg_gun_279_x2,0.909,0.975,1.75,1.68,friedrich_gun_228_x2,1.1,1.17,1.25,1.325,vdt_gun_280_x2,0.911,0.98,1.37,1.34,spee_gun_280_x2_a,0.975,0.99,1.35,1.35,spee_gun_280_x2_a,0.975,0.99,1.35,1.35,,,,,,,,,,
"gun_10_x3_germany_bb, bc, ca",,254,gun_10_x3,"germany, argentina","bb, bc, ca",brandenburg_gun_279_x3,0.909,0.975,1.75,1.68,friedrich_gun_228_x3,1.1,1.17,1.25,1.325,vdt_gun_280_x3,0.911,0.98,1.37,1.34,spee_gun_280_x3_a,0.975,0.99,1.35,1.35,spee_gun_280_x3_a,0.975,0.99,1.35,1.35,,,,,,,,,,
"gun_11_x1_germany_bb, bc, ca",,279,gun_11_x1,"germany, argentina","bb, bc, ca",brandenburg_gun_279_x1,1,1.0975,1.75,1.352,vdt_gun_280_x1,1.0125,1.036546875,1.37,1.055,vdt_gun_280_x1,1.0125,1.036546875,1.37,1.055,spee_gun_280_x1_a,1.025,1.048,1.35,1.125,spee_gun_280_x1_a,1.025,1.048,1.35,1.12,,,,,,,,,,
"gun_11_x2_germany_bb, bc, ca",,279,gun_11_x2,"germany, argentina","bb, bc, ca",brandenburg_gun_279_x2,1,1.0975,1.75,1.352,vdt_gun_280_x2,1.0125,1.036546875,1.37,1.055,vdt_gun_280_x2,1.0125,1.036546875,1.37,1.055,spee_gun_280_x2_a,1.025,1.048,1.35,1.12,spee_gun_280_x2_a,1.025,1.048,1.35,1.12,,,,,,,,,,
"gun_11_x3_germany_bb, bc, ca",,279,gun_11_x3,"germany, argentina","bb, bc, ca",brandenburg_gun_279_x3,1,1.0975,1.75,1.352,vdt_gun_280_x3,1.0125,1.036546875,1.37,1.055,vdt_gun_280_x3,1.0125,1.036546875,1.37,1.055,spee_gun_280_x3_a,1.025,1.048,1.35,1.12,spee_gun_280_x3_a,1.025,1.048,1.35,1.12,,,,,,,,,,
"gun_12_x1_germany_bb, bc, ca",,305,gun_12_x1,"germany, argentina","bb, bc, ca",friedrich_gun_305_x1,1,1.0725,1.5,1.212,vdt_gun_280_x1,1.063,1.086,1.37,1.102,vdt_gun_280_x1,1.063,1.086,1.37,1.102,spee_gun_280_x1_a,1.089,1.19,1.37,1.149,spee_gun_280_x1_a,1.089,1.19,1.37,1.149,,,,,,,,,,
"gun_12_x2_germany_bb, bc, ca",,305,gun_12_x2,"germany, argentina","bb, bc, ca",friedrich_gun_305_x2,1,1.0725,1.5,1.212,vdt_gun_280_x2,1.063,1.086,1.37,1.102,vdt_gun_280_x2,1.063,1.086,1.37,1.102,spee_gun_280_x2_a,1.089,1.19,1.37,1.149,spee_gun_280_x2_a,1.089,1.19,1.37,1.149,,,,,,,,,,
"gun_12_x3_germany_bb, bc, ca",,305,gun_12_x3,"germany, argentina","bb, bc, ca",friedrich_gun_305_x3,1,1.0725,1.5,1.212,vdt_gun_280_x3,1.063,1.086,1.37,1.102,vdt_gun_280_x3,1.063,1.086,1.37,1.102,spee_gun_280_x3_a,1.089,1.19,1.37,1.149,spee_gun_280_x3_a,1.089,1.19,1.37,1.149,,,,,,,,,,
"gun_13_x1_germany_bb, bc, ca",,330,gun_13_x1,germany,"bb, bc, ca",friedrich_gun_305_x1,1.1,1.1875,1.5,1.176,vdt_gun_280_x1,1.1,1.145625,1.35,1.1363,vdt_gun_280_x1,1.1,1.145625,1.35,1.1363,bismarck_gun_380_x1,0.89,0.934,1.4,,bismarck_gun_380_x1,0.89,0.934,1.4,,,,,,,,,,,
"gun_13_x2_germany_bb, bc, ca",,330,gun_13_x2,germany,"bb, bc, ca",friedrich_gun_305_x2,1.1,1.1875,1.5,1.176,vdt_gun_280_x2,1.1,1.145625,1.35,1.1363,vdt_gun_280_x2,1.1,1.145625,1.35,1.1363,bismarck_gun_380_x2,0.89,0.934,1.4,,bismarck_gun_380_x2,0.89,0.934,1.4,,,,,,,,,,,
"gun_13_x3_germany_bb, bc, ca",,330,gun_13_x3,germany,"bb, bc, ca",friedrich_gun_305_x3,1.1,1.1875,1.5,1.176,vdt_gun_280_x3,1.1,1.145625,1.35,1.1363,vdt_gun_280_x3,1.1,1.145625,1.35,1.1363,bismarck_gun_380_x3,0.89,0.934,1.4,,bismarck_gun_380_x3,0.89,0.934,1.4,,,,,,,,,,,
"gun_14_x1_germany_bb, bc, ca",,356,gun_14_x1,"germany, netherlands","bb, bc, ca",vdt_gun_280_x1,1.157,1.2,1.33,1.1627,vdt_gun_280_x1,1.157,1.2,1.33,1.1627,vdt_gun_280_x1,1.157,1.2,1.33,1.1627,bismarck_gun_380_x1,0.958,0.999,1.4,0.98,bismarck_gun_380_x1,0.958,0.999,1.4,0.98,,,,,,,,,,
"gun_14_x2_germany_bb, bc, ca",,356,gun_14_x2,"germany, netherlands","bb, bc, ca",vdt_gun_280_x2,1.157,1.2,1.33,1.1627,vdt_gun_280_x2,1.157,1.2,1.33,1.1627,vdt_gun_280_x2,1.157,1.2,1.33,1.1627,bismarck_gun_380_x2,0.958,0.999,1.4,0.98,bismarck_gun_380_x2,0.958,0.999,1.4,0.98,,,,,,,,,,
"gun_14_x3_germany_bb, bc, ca",,356,gun_14_x3,"germany, netherlands","bb, bc, ca",vdt_gun_280_x3,1.157,1.2,1.33,1.1627,vdt_gun_280_x3,1.157,1.2,1.33,1.1627,vdt_gun_280_x3,1.157,1.2,1.33,1.1627,bismarck_gun_380_x3,0.958,0.999,1.4,0.98,bismarck_gun_380_x3,0.958,0.999,1.4,0.98,,,,,,,,,,
"gun_15_x1_germany_bb, bc, ca",,381,gun_15_x1,"germany, netherlands, chile","bb, bc, ca",vdt_gun_280_x1,1.23,1.27,1.33,1.1627,vdt_gun_280_x1,1.23,1.27,1.33,1.1627,bismarck_gun_380_x1,0.975,1.0149,1.4,1.04,bismarck_gun_380_x1,0.975,1.0149,1.4,1.04,bismarck_gun_380_x1,0.975,1.0149,1.4,1.04,,,,,,,,,,
"gun_15_x2_germany_bb, bc, ca",,381,gun_15_x2,"germany, netherlands, chile","bb, bc, ca",vdt_gun_280_x2,1.23,1.27,1.33,1.1627,vdt_gun_280_x2,1.23,1.27,1.33,1.1627,bismarck_gun_380_x2,0.975,1.0149,1.4,1.04,bismarck_gun_380_x2,0.975,1.0149,1.4,1.04,bismarck_gun_380_x2,0.975,1.0149,1.4,1.04,,,,,,,,,,
"gun_15_x3_germany_bb, bc, ca",,381,gun_15_x3,"germany, netherlands, chile","bb, bc, ca",vdt_gun_280_x3,1.23,1.27,1.33,1.1627,vdt_gun_280_x3,1.23,1.27,1.33,1.1627,bismarck_gun_380_x3,0.975,1.0149,1.4,1.04,bismarck_gun_380_x3,0.975,1.0149,1.4,1.04,bismarck_gun_380_x3,0.975,1.0149,1.4,1.04,,,,,,,,,,
"gun_16_x1_germany_bb, bc, ca",,406,gun_16_x1,"germany, netherlands, chile","bb, bc, ca",vdt_gun_280_x1,1.3,1.37,1.33,1.1627,vdt_gun_280_x1,1.3,1.37,1.33,1.1627,bismarck_gun_380_x1,1.015,1.049,1.4,1.06,bismarck_gun_380_x1,1.015,1.049,1.4,1.06,bismarck_gun_380_x1,1.015,1.049,1.4,1.06,,,,,,,,,,
"gun_16_x2_germany_bb, bc, ca",,406,gun_16_x2,"germany, netherlands, chile","bb, bc, ca",vdt_gun_280_x2,1.3,1.37,1.33,1.1627,vdt_gun_280_x2,1.3,1.37,1.33,1.1627,bismarck_gun_380_x2,1.015,1.049,1.4,1.06,bismarck_gun_380_x2,1.015,1.049,1.4,1.06,bismarck_gun_380_x2,1.015,1.049,1.4,1.06,,,,,,,,,,
"gun_16_x3_germany_bb, bc, ca",,406,gun_16_x3,"germany, netherlands, chile","bb, bc, ca",vdt_gun_280_x3,1.3,1.37,1.33,1.1627,vdt_gun_280_x3,1.3,1.37,1.33,1.1627,bismarck_gun_380_x3,1.015,1.049,1.4,1.06,bismarck_gun_380_x3,1.015,1.049,1.4,1.06,bismarck_gun_380_x3,1.015,1.049,1.4,1.06,,,,,,,,,,
"gun_17_x1_germany_bb, bc, ca",,432,gun_17_x1,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x1,1.05,1.092,1.4,1.083,bismarck_gun_380_x1,1.05,1.092,1.4,1.083,bismarck_gun_380_x1,1.05,1.092,1.4,1.083,bismarck_gun_380_x1,1.05,1.092,1.4,1.083,bismarck_gun_380_x1,1.05,1.092,1.4,1.083,,,,,,,,,,
"gun_17_x2_germany_bb, bc, ca",,432,gun_17_x2,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x2,1.05,1.092,1.4,1.083,bismarck_gun_380_x2,1.05,1.092,1.4,1.083,bismarck_gun_380_x2,1.05,1.092,1.4,1.083,bismarck_gun_380_x2,1.05,1.092,1.4,1.083,bismarck_gun_380_x2,1.05,1.092,1.4,1.083,,,,,,,,,,
"gun_17_x3_germany_bb, bc, ca",,432,gun_17_x3,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x3,1.05,1.092,1.4,1.083,bismarck_gun_380_x3,1.05,1.092,1.4,1.083,bismarck_gun_380_x3,1.05,1.092,1.4,1.083,bismarck_gun_380_x3,1.05,1.092,1.4,1.083,bismarck_gun_380_x3,1.05,1.092,1.4,1.083,,,,,,,,,,
"gun_18_x1_germany_bb, bc, ca",,457,gun_18_x1,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x1,1.12,1.16,1.4,1.0612,bismarck_gun_380_x1,1.12,1.16,1.4,1.0612,bismarck_gun_380_x1,1.12,1.16,1.4,1.0612,bismarck_gun_380_x1,1.12,1.16,1.4,1.0612,bismarck_gun_380_x1,1.12,1.16,1.4,1.0612,,,,,,,,,,
"gun_18_x2_germany_bb, bc, ca",,457,gun_18_x2,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x2,1.12,1.16,1.4,1.0612,bismarck_gun_380_x2,1.12,1.16,1.4,1.0612,bismarck_gun_380_x2,1.12,1.16,1.4,1.0612,bismarck_gun_380_x2,1.12,1.16,1.4,1.0612,bismarck_gun_380_x2,1.12,1.16,1.4,1.0612,,,,,,,,,,
"gun_18_x3_germany_bb, bc, ca",,457,gun_18_x3,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x3,1.12,1.16,1.4,1.0612,bismarck_gun_380_x3,1.12,1.16,1.4,1.0612,bismarck_gun_380_x3,1.12,1.16,1.4,1.0612,bismarck_gun_380_x3,1.12,1.16,1.4,1.0612,bismarck_gun_380_x3,1.12,1.16,1.4,1.0612,,,,,,,,,,
"gun_19_x1_germany_bb, bc, ca",,483,gun_19_x1,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x1,1.19,1.22,1.4,1.06,bismarck_gun_380_x1,1.19,1.22,1.4,1.06,bismarck_gun_380_x1,1.19,1.22,1.4,1.06,bismarck_gun_380_x1,1.19,1.22,1.4,1.06,bismarck_gun_380_x1,1.19,1.22,1.4,1.06,,,,,,,,,,
"gun_19_x2_germany_bb, bc, ca",,483,gun_19_x2,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x2,1.19,1.22,1.4,1.06,bismarck_gun_380_x2,1.19,1.22,1.4,1.06,bismarck_gun_380_x2,1.19,1.22,1.4,1.06,bismarck_gun_380_x2,1.19,1.22,1.4,1.06,bismarck_gun_380_x2,1.19,1.22,1.4,1.06,,,,,,,,,,
"gun_19_x3_germany_bb, bc, ca",,483,gun_19_x3,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x3,1.19,1.22,1.4,1.06,bismarck_gun_380_x3,1.19,1.22,1.4,1.06,bismarck_gun_380_x3,1.19,1.22,1.4,1.06,bismarck_gun_380_x3,1.19,1.22,1.4,1.06,bismarck_gun_380_x3,1.19,1.22,1.4,1.06,,,,,,,,,,
"gun_20_x1_germany_bb, bc, ca",,508,gun_20_x1,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x1,1.26,1.29,1.4,1.04,bismarck_gun_380_x1,1.26,1.29,1.4,1.04,bismarck_gun_380_x1,1.26,1.29,1.4,1.04,bismarck_gun_380_x1,1.26,1.29,1.4,1.04,bismarck_gun_380_x1,1.26,1.29,1.4,1.04,,,,,,,,,,
"gun_20_x2_germany_bb, bc, ca",,508,gun_20_x2,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x2,1.26,1.29,1.4,1.04,bismarck_gun_380_x2,1.26,1.29,1.4,1.04,bismarck_gun_380_x2,1.26,1.29,1.4,1.04,bismarck_gun_380_x2,1.26,1.29,1.4,1.04,bismarck_gun_380_x2,1.26,1.29,1.4,1.04,,,,,,,,,,
"gun_20_x3_germany_bb, bc, ca",,508,gun_20_x3,"germany, netherlands, chile","bb, bc, ca",bismarck_gun_380_x3,1.26,1.29,1.4,1.04,bismarck_gun_380_x3,1.26,1.29,1.4,1.04,bismarck_gun_380_x3,1.26,1.29,1.4,1.04,bismarck_gun_380_x3,1.26,1.29,1.4,1.04,bismarck_gun_380_x3,1.26,1.29,1.4,1.04,,,,,,,,,,
###,,,###,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"gun_2_x1_china_bb, bc,ca,cl,dd,tb",,51,gun_2_x1,china,"bb, bc,ca,cl,dd,tb",,,,,,,,,,,maine_gun_152_x1,0.8,0.87,0.8,1.05,,,,,,,,,,,,,,,,,,,,
"gun_2_x2_china_bb, bc,ca,cl,dd,tb",,51,gun_2_x2,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x2,0.8,0.87,0.8,1.05,maine_gun_152_x2,0.8,0.87,0.8,1.05,maine_gun_152_x2,0.8,0.87,0.8,1.05,,,,,,,,,,,,,,,,,,,,
"gun_2_x3_china_bb, bc,ca,cl,dd,tb",,51,gun_2_x3,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x3,0.8,0.87,0.8,1.04,maine_gun_152_x3,0.8,0.87,0.8,1.04,maine_gun_152_x3,0.8,0.87,0.8,1.04,,,,,,,,,,,,,,,,,,,,
"gun_3_x1_china_bb, bc,ca,cl,dd,tb",,76,gun_3_x1,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x1,0.85,0.925,1.2,1.26,maine_gun_152_x1,0.85,0.925,1.2,1.26,maine_gun_152_x1,0.85,0.925,1.2,1.2,pola_gun_100_x1,0.825,1.048,1.04,1.678,pola_gun_100_x1,0.825,1.048,1.04,1.678,,,,,,,,,,
"gun_3_x2_china_bb, bc,ca,cl,dd,tb",,76,gun_3_x2,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x2,0.85,0.925,1.2,1.26,maine_gun_152_x2,0.85,0.925,1.2,1.26,maine_gun_152_x2,0.85,0.925,1.2,1.2,pola_gun_100_x2,0.825,1.048,1.04,1.678,pola_gun_100_x2,0.825,1.048,1.04,1.678,,,,,,,,,,
"gun_3_x3_china_bb, bc,ca,cl,dd,tb",,76,gun_3_x3,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x3,0.85,0.925,1.2,1.26,maine_gun_152_x3,0.85,0.925,1.2,1.26,maine_gun_152_x3,0.85,0.925,1.2,1.2,pola_gun_100_x3,0.825,1.048,1.04,1.678,pola_gun_100_x3,0.825,1.048,1.04,1.678,,,,,,,,,,
"gun_4_x1_china_bb, bc,ca,cl,dd,tb",,102,gun_4_x1,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x1,1,1.07,1,1.175,maine_gun_152_x1,1,1.07,1,1.175,maine_gun_152_x1,1,1.07,1,1.175,pola_gun_100_x1,1.075,1.23,1.04,1.42,pola_gun_100_x1,1.075,1.23,1.04,1.42,,,,,,,,,,
"gun_4_x2_china_bb, bc,ca,cl,dd,tb",,102,gun_4_x2,china,"bb, bc,ca,cl,dd,tb",maine_gun_152_x2,1,1.07,1,1.175,maine_gun_152_x2,1,1.07,1,1.175,maine_gun_152_x2,1,1.07,1,1.175,pola_gun_100_x2,1.075,1.23,1.04,1.42,pola_gun_100_x2,1.075,1.23,1.04,1.42,,,,,,,,,,
